Title,Link,Pic,displayPic,floar,floar1,verticalTable,verticalTable1,verticalTable2,priceLabel,windowFacing,layoutSpace,priceLabel1,layoutSpace1,unitSummary,memberName,memberName1,verticalTable3,btn-favorite--watch,anchor,anchor1,relatedKeywordsData,relatedKeywordsData1,relatedKeywordsData2,relatedKeywordsData3,relatedKeywordsData4,relatedKeywordsData5,textFeatureComment,onlineIcon,memberName2,relatedKeywordsData6,relatedKeywordsData7
アルファスクエア西東京アルテ,https://www.homes.co.jp/mansion/b-1216390013596/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fy8y22rntkrkfnjn.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","5階南,4階南西,2階南東,1階南東,1階南東",5階南,西武新宿線 田無駅 徒歩20分東京都西東京市芝久保町5丁目,RC(鉄筋コンクリート) / 7階建,2007年11月（築13年）,"2,480万円,2,690万円,2,499万円,2,499万円,2,280万円","南,南西,南東,南東,南東","3LDK/67.13m²,3LDK/67.13m²,3LDK/63.85m²,3LDK/63.85m²,3LDK/63.57m²","2,480万円",3LDK/67.13m²,30枚,"（株式会社藤和ハウス インターネットお問い合わせセンター）,（住宅情報館株式会社　住宅情報館　本店）,（センチュリー21　株式会社ワイズ・ホーム）,（日神管財株式会社 渋谷営業所）,オンライン相談可",（株式会社藤和ハウス インターネットお問い合わせセンター）,31戸,"お気に入りに登録,お気に入りに登録,お気に入りに登録,お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る,詳細を見る,詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1000980044647/,"ペット相談可,ペット相談可,ペット相談可,リノベーション・リフォーム,ペット相談可",ペット相談可,"角部屋,オートロック,オートロック,ペット相談可,オートロック",角部屋,"エレベーター,エレベーター,オートロック,エレベーター",エレベーター,●南西角部屋で陽当たり・開放感あり  ●室内きれいにお使いです  ●ペット飼育可（細則あり）  ●全居,オンライン相談可,（株式会社大京穴吹不動産　吉祥寺店【電話受付：東京本社】）,"角部屋,角部屋,エレベーター,角部屋",角部屋
アクサスフォート両国,https://www.homes.co.jp/mansion/b-39036020001478/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fhzu83sweykyit09.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,2階南,2階南,都営大江戸線 両国駅 徒歩6分東京都墨田区緑2丁目21-17,RC(鉄筋コンクリート) / 8階建,2009年03月（築12年）,"3,800万円",南,1SLDK/56.9m²,"3,800万円",1SLDK/56.9m²,5枚,オンライン相談可,オンライン相談可,36戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-39036020001478/,駐車場あり,駐車場あり,オートロック,オートロック,エレベーター,エレベーター,～平成21年築／都営大江戸線両国駅徒歩6分～,オンライン相談可,（株式会社マンションマーケット）,スーパー800m以内,
アイディーコート新小岩親水公園WEST,https://www.homes.co.jp/mansion/b-1259030000545/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fh8va2rpbzmb5xba.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,6階南,6階南,都営新宿線 船堀駅 バス21分 京葉交差点下車 徒歩3分東京都江戸川区中央1丁目,RC(鉄筋コンクリート) / 9階建,2009年11月（築11年）,"2,930万円",南,2SLDK/72.56m²,"2,930万円",2SLDK/72.56m²,30枚,オンライン相談可,オンライン相談可,24戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1259030000545/,ペット相談可,ペット相談可,駐車場あり,駐車場あり,エレベーター,エレベーター,東南角部屋につき日当たり、眺望良好! 学業、商業施設も充実し、公園も多く子育てにも最適なエリア♪,オンライン相談可,（株式会社ハウスプラザ　篠崎店）,スーパー800m以内,
レーベンスクエアリマインドヒルズ,https://www.homes.co.jp/mansion/b-1257460005371/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F2s032rp9zhtpedq.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","12階南東,6階南,4階南東",12階南東,ＪＲ中央線 八王子駅 バス19分 要石下車 徒歩1分東京都八王子市椚田町,RC(鉄筋コンクリート) / 12階建,2009年01月（築12年）,"2,280万円,1,960万円,1,980万円","南東,南,南東","4LDK/84.78m²,3LDK/75.24m²,3LDK/73.06m²","2,280万円",4LDK/84.78m²,20枚,"（株式会社福屋不動産販売　八王子店）,（株式会社福屋不動産販売　八王子店）,オンライン相談可",（株式会社福屋不動産販売　八王子店）,224戸,"お気に入りに登録,お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1257460005371/,"ペット相談可,オートロック,ペット相談可",ペット相談可,"オートロック,エレベーター,駐車場あり",オートロック,"エレベーター,大規模マンション,オートロック",エレベーター,,オンライン相談可,（朝日土地建物株式会社　八王子支店　営業３課）,"大規模マンション,エレベーター","最上階,大規模マンション"
クレア・ホームズ扇大橋 ステーションフロント,https://www.homes.co.jp/mansion/b-1215640004552/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fwf4s2rnsmb6tzc2.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,1階南西,1階南西,日暮里舎人ライナー 扇大橋駅 徒歩4分東京都足立区扇2丁目,RC(鉄筋コンクリート) / 5階建,2014年03月（築7年）,"3,080万円",南西,2LDK/63.15m²,"3,080万円",2LDK/63.15m²,26枚,（株式会社スリーエイト）,（株式会社スリーエイト）,41戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1215640004552/,ペット相談可,ペット相談可,駐車場あり,駐車場あり,オートロック,オートロック,扇大橋駅徒歩2分！2014年築浅マンション。ご内覧ご予約受付中0120-1919-80,,,スーパー800m以内,角部屋
ハーモニーレジデンス清澄白河,https://www.homes.co.jp/mansion/b-37052700000421/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fiwyk3qy424afu5y.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,1階東,1階東,都営新宿線 菊川駅 徒歩9分東京都江東区白河4丁目,RC(鉄筋コンクリート) / 5階建,2014年09月（築7年）,"2,600万円",東,1K/26m²,"2,600万円",1K/26m²,7枚,（スターツピタットハウス株式会社　渋谷明治通り店）,（スターツピタットハウス株式会社　渋谷明治通り店）,24戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-37052700000421/,オートロック,オートロック,エレベーター,エレベーター,スーパー800m以内,スーパー800m以内,Web接客可能です！お気軽にご相談下さい！,,,角部屋,
スカイズ タワー＆ガーデン,https://www.homes.co.jp/mansion/b-37052640000792/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fkxye3qy3zd27t5u.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","43階南,8階西,5階南東",43階南,新交通ゆりかもめ 新豊洲駅 徒歩5分東京都江東区豊洲6丁目,RC(鉄筋コンクリート) / 45階建,2014年08月（築7年）,"11,500万円,6,080万円,7,480万円","南,西,南東","2LDK/84.94m²,2LDK/60.48m²,3LDK/72.9m²","11,500万円",2LDK/84.94m²,9枚,"（ロイヤルハウジング販売株式会社　月島キャピタルゲート店）,オンライン相談可,（スターツピタットハウス株式会社　都心販売センター）",（ロイヤルハウジング販売株式会社　月島キャピタルゲート店）,1110戸,"お気に入りに登録,お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1285260001073/,"ペット相談可,ペット相談可,ペット相談可",ペット相談可,"オートロック,駐車場あり,駐車場あり",オートロック,"エレベーター,オートロック,オートロック",エレベーター,スカイズタワー＆ガーデン■東・南東・南・南西向き角住戸で日当たり、眺望良好■共用施設も充実,オンライン相談可,（株式会社マンションマーケット）,"大規模マンション,エレベーター,エレベーター","タワーマンション,大規模マンション,大規模マンション"
西葛西グリーンホームズIII,https://www.homes.co.jp/mansion/b-1192950009551/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fbj552rmzny3444j.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,2階南,2階南,東京メトロ東西線 西葛西駅 徒歩11分東京都江戸川区北葛西4丁目25-26,SRC(鉄骨鉄筋コンクリート) / 14階建,2009年08月（築12年）,"3,599万円",南,1SLDK/56.98m²,"3,599万円",1SLDK/56.98m²,30枚,（株式会社未来都市空間）,（株式会社未来都市空間）,66戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1192950009551/,ペット相談可,ペット相談可,駐車場あり,駐車場あり,オートロック,オートロック,,,,エレベーター,
プライムパークス品川シーサイド　ザ・タワー,https://www.homes.co.jp/mansion/b-1132130000436/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F4ufh2rku1wwsy8i.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","11階東,2階南",11階東,東京臨海高速鉄道りんかい線 品川シーサイド駅 徒歩3分東京都品川区東品川4丁目11-36,RC(鉄筋コンクリート) / 29階建,2019年01月（築2年）,"6,780万円,9,980万円","東,南","2LDK/61.8m²,2LDK/85.68m²","6,780万円",2LDK/61.8m²,30枚,"（ロイヤルハウジング販売株式会社　品川八潮ショップ）,（ロイヤルハウジング販売株式会社　品川八潮ショップ）",（ロイヤルハウジング販売株式会社　品川八潮ショップ）,817戸,"お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1132130000436/,"ペット相談可,ペット相談可",ペット相談可,"駐車場あり,駐車場あり",駐車場あり,"オートロック,オートロック",オートロック,共働きのご夫婦、ファミリー向 1階に保育園とセブンイレブンがあり、徒歩8分に大型イオンがあります,,,"エレベーター,エレベーター","大規模マンション,大規模マンション"
ザ・ミッドハウス新宿御苑,https://www.homes.co.jp/mansion/b-1042350005807/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F5oti2rhnhh7q8v1.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","6階北西,6階北西",6階北西,東京メトロ丸ノ内線 新宿御苑前駅 徒歩2分東京都新宿区新宿1丁目20-3,RC(鉄筋コンクリート) / 14階建,2014年01月（築7年）,"4,280万円,4,180万円","北西,北西","ワンルーム/30.22m²,ワンルーム/30.22m²","4,280万円",ワンルーム/30.22m²,25枚,"（株式会社クルーズカンパニー　トレント飯田橋店　売買事業部）,（株式会社クレストライフ）",（株式会社クルーズカンパニー　トレント飯田橋店　売買事業部）,104戸,"お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1423690000009/,"ペット相談可,ペット相談可",ペット相談可,"オートロック,オートロック",オートロック,"エレベーター,エレベーター",エレベーター,清水建設株式会社施工。総戸数104戸。オートロック完備。内廊下設計。,,,スーパー800m以内,
レーベンリヴァーレグラセス,https://www.homes.co.jp/mansion/b-1334620003402/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fcnxc2rs0g6crm5m.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,6階南西,6階南西,東京メトロ南北線 王子神谷駅 徒歩16分東京都足立区新田1丁目,SRC(鉄骨鉄筋コンクリート) / 12階建,2009年04月（築12年）,"3,180万円",南西,3LDK/76.1m²,"3,180万円",3LDK/76.1m²,20枚,（株式会社福屋不動産販売　北千住店）,（株式会社福屋不動産販売　北千住店）,130戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1334620003402/,ペット相談可,ペット相談可,エレベーター,エレベーター,,,リフォーム済 即入居可 総戸数１３０戸のビッグコミュニティ 南西向き・６階部分につき陽当り・眺望良好,,,,
クリオ三ノ輪ラ・モード,https://www.homes.co.jp/mansion/b-1379450000243/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fox502rtlnmz14od.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,4階北,4階北,東京メトロ日比谷線 三ノ輪駅 徒歩6分東京都台東区竜泉3丁目,RC(鉄筋コンクリート) / 10階建,2009年02月（築12年）,"2,780万円",北,1DK/34.78m²,"2,780万円",1DK/34.78m²,12枚,（株式会社三宗　ハウスドゥ上野昭和通店）,（株式会社三宗　ハウスドゥ上野昭和通店）,82戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1379450000243/,ペット相談可,ペット相談可,オートロック,オートロック,エレベーター,エレベーター,平成20年築、デザイン、設備、環境、三拍子揃ったハイグレードマンション,,,スーパー800m以内,
